Location,Latitude,Longitude,Date,Parameter,Sample Fraction,Value,Unit,Organization
Delaware River at Trenton,40.22032,-74.7777,2003-08-05,Orthophosphate,Total,0.07,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-09-09,Kjeldahl nitrogen,Total,1.92,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-07-22,Phosphate-phosphorus,Total,0.14,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-06-03,"Total Nitrogen, mixed forms",Total,0.98,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-06-17,Phosphate-phosphorus,Total,0.09,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-08-05,Escherichia coli,,120.0,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-07-08,Phosphate-phosphorus,Total,0.02,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-05-06,Escherichia coli,,10.0,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-08-05,Phosphate-phosphorus,Total,0.11,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-09-23,Escherichia coli,,50.0,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-09-09,"Total Nitrogen, mixed forms",Total,2.63,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-09-09,Nitrate,Total,0.71,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-08-18,Enterococcus,,88.0,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-05-20,Phosphate-phosphorus,Total,0.06,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-08-05,"Total Nitrogen, mixed forms",Total,1.52,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-09-23,Fecal Coliform,,190.0,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-08-18,Fecal Coliform,,120.0,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-09-09,Ammonia-nitrogen,Total,0.05,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-09-23,Orthophosphate,Total,0.03,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-07-22,Nitrate,Total,1.07,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-06-17,Kjeldahl nitrogen,Total,0.58,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-09-23,Ammonia-nitrogen,Total,0.03,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-07-22,Kjeldahl nitrogen,Total,2.66,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-08-05,Ammonia-nitrogen,Total,0.05,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-07-08,"Total Nitrogen, mixed forms",Total,1.04,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-06-03,Nitrate,Total,0.69,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-08-18,Orthophosphate,Total,0.04,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-09-09,Fecal Coliform,,56.0,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-05-06,Phosphate-phosphorus,Total,0.03,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-05-20,Kjeldahl nitrogen,Total,0.21,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-09-09,Escherichia coli,,76.0,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-06-17,Fecal Coliform,,160.0,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-09-09,Phosphate-phosphorus,Total,0.06,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-06-17,Ammonia-nitrogen,Total,0.1,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-06-17,Orthophosphate,Total,0.03,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-08-18,Ammonia-nitrogen,Total,0.05,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-08-05,Kjeldahl nitrogen,Total,0.42,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-06-03,Fecal Coliform,,380.0,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-05-06,Enterococcus,,20.0,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-09-09,Orthophosphate,Total,0.03,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-05-06,Fecal Coliform,,50.0,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-05-06,Kjeldahl nitrogen,Total,0.51,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-07-22,"Total Nitrogen, mixed forms",Total,3.73,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-07-08,Kjeldahl nitrogen,Total,0.23,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-05-20,Fecal Coliform,,4.0,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-08-18,Kjeldahl nitrogen,Total,0.64,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-09-23,Enterococcus,,190.0,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-09-23,"Total Nitrogen, mixed forms",Total,1.62,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-07-08,Ammonia-nitrogen,Total,0.06,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-09-23,Kjeldahl nitrogen,Total,0.65,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-05-06,"Total Nitrogen, mixed forms",Total,1.24,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-06-17,Escherichia coli,,190.0,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-06-03,Orthophosphate,Total,0.03,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-08-18,Escherichia coli,,32.0,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-08-18,Phosphate-phosphorus,Total,0.06,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-05-20,Escherichia coli,,4.0,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-08-05,Nitrate,Total,1.1,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-07-22,Fecal Coliform,,300.0,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-07-22,Enterococcus,,290.0,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-09-23,Nitrate,Total,0.97,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-05-20,Ammonia-nitrogen,Total,0.05,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-07-08,Nitrate,Total,0.81,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-06-03,Kjeldahl nitrogen,Total,0.29,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-09-09,Enterococcus,,44.0,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-06-17,Nitrate,Total,0.84,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-07-08,Fecal Coliform,,20.0,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-06-03,Phosphate-phosphorus,Total,0.1,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-05-20,"Total Nitrogen, mixed forms",Total,1.17,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2003-05-20,Orthophosphate,Total,0.03,mg/L,Delaware River Basin Commission
"""Upper Millstone River at Old Cranbury Road in Millstone, Cranbury/East Wind""",40.29318,-74.52694,2004-06-10,Nitrate,"Filtered, lab",0.9,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Rocky Brook  at Ward Street in East Windsor (just West of Turnpike),40.2611,-74.51383,2004-11-13,Orthophosphate,"Filtered, lab",0.01,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Big Bear Brook at Rabbit Hill Road in West Windsor,40.29792,-74.59471,2004-11-12,Ammonia,Unfiltered,0.08,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Rocky Brook  at Ward Street in East Windsor (just West of Turnpike),40.2611,-74.51383,2004-11-11,Nitrate,"Filtered, lab",0.77,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Big Bear Brook downstream of dam at Clarksville Rd in West Windsor,40.31504,-74.6086,2004-09-07,Orthophosphate,"Filtered, lab",0.02,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Rocky Brook at Route 130  in East Windsor,40.27712,-74.53447,2004-07-20,Nitrate,"Filtered, lab",1.72,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Upper Millstone River just  downstream of railroad crossing in Plainsboro,40.32436,-74.6141,2004-11-11,"Total Phosphorus, mixed forms",Unfiltered,0.04,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
"""Upper Millstone River at Old Cranbury Road in Millstone, Cranbury/East Wind""",40.29318,-74.52694,2004-08-24,Orthophosphate,"Filtered, lab",0.02,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Delaware River at Trenton,40.22032,-74.7777,2004-09-28,Kjeldahl nitrogen,Total,0.51,mg/L,Delaware River Basin Commission
Big Bear Brook at Rabbit Hill Road in West Windsor,40.29792,-74.59471,2004-11-10,Orthophosphate,"Filtered, lab",0.03,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Rocky Brook  at Ward Street in East Windsor (just West of Turnpike),40.2611,-74.51383,2004-06-10,Orthophosphate,"Filtered, lab",0.02,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
"""Upper Millstone River at Old Cranbury Road in Millstone, Cranbury/East Wind""",40.29318,-74.52694,2004-09-22,Orthophosphate,"Filtered, lab",0.02,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
"""Upper Millstone River at Old Cranbury Road in Millstone, Cranbury/East Wind""",40.29318,-74.52694,2004-07-20,Nitrate,"Filtered, lab",0.77,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Rocky Brook at Route 130  in East Windsor,40.27712,-74.53447,2004-11-13,Nitrate,"Filtered, lab",1.3,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Rocky Brook at Route 130  in East Windsor,40.27712,-74.53447,2004-07-09,Ammonia,Unfiltered,0.1,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Rocky Brook  at Ward Street in East Windsor (just West of Turnpike),40.2611,-74.51383,2004-06-15,Orthophosphate,"Filtered, lab",0.01,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Delaware River at Trenton,40.22032,-74.7777,2004-09-14,Phosphate-phosphorus,Total,0.06,mg/L,Delaware River Basin Commission
Rocky Brook at Route 130  in East Windsor,40.27712,-74.53447,2004-09-22,Orthophosphate,"Filtered, lab",0.04,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Rocky Brook  at Ward Street in East Windsor (just West of Turnpike),40.2611,-74.51383,2004-09-22,Ammonia,Unfiltered,0.07,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Rocky Brook at Route 130  in East Windsor,40.27712,-74.53447,2004-07-20,Orthophosphate,"Filtered, lab",0.03,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
"""Upper Millstone River at Old Cranbury Road in Millstone, Cranbury/East Wind""",40.29318,-74.52694,2004-07-13,"Total Phosphorus, mixed forms",Unfiltered,0.16,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Rocky Brook  at Ward Street in East Windsor (just West of Turnpike),40.2611,-74.51383,2004-07-14,"Total Phosphorus, mixed forms",Unfiltered,0.1,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Big Bear Brook at Rabbit Hill Road in West Windsor,40.29792,-74.59471,2004-08-06,Nitrate,"Filtered, lab",2.93,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Big Bear Brook at Rabbit Hill Road in West Windsor,40.29792,-74.59471,2004-08-06,Orthophosphate,"Filtered, lab",0.04,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Rock Brook downstream of Peddie Lake dam at Route 33 in Hightsown,40.27037,-74.52253,2004-11-10,Orthophosphate,"Filtered, lab",0.02,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Upper Millstone River just  downstream of railroad crossing in Plainsboro,40.32436,-74.6141,2004-08-24,Orthophosphate,"Filtered, lab",0.02,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Rocky Brook  at Ward Street in East Windsor (just West of Turnpike),40.2611,-74.51383,2004-08-16,Ammonia,Unfiltered,0.09,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Rock Brook downstream of Peddie Lake dam at Route 33 in Hightsown,40.27037,-74.52253,2004-09-07,Nitrate,"Filtered, lab",0.92,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Upper Millstone River just  downstream of railroad crossing in Plainsboro,40.32436,-74.6141,2004-08-24,Nitrate,"Filtered, lab",2.18,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Rocky Brook  at Ward Street in East Windsor (just West of Turnpike),40.2611,-74.51383,2004-11-11,"Total Phosphorus, mixed forms",Unfiltered,0.07,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Big Bear Brook at Rabbit Hill Road in West Windsor,40.29792,-74.59471,2004-10-11,Nitrate,"Filtered, lab",4.26,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
"""Upper Millstone River at Old Cranbury Road in Millstone, Cranbury/East Wind""",40.29318,-74.52694,2004-06-23,Nitrate,"Filtered, lab",0.91,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Big Bear Brook downstream of dam at Clarksville Rd in West Windsor,40.31504,-74.6086,2004-07-14,Orthophosphate,"Filtered, lab",0.05,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Rocky Brook  at Ward Street in East Windsor (just West of Turnpike),40.2611,-74.51383,2004-06-15,Nitrate,"Filtered, lab",0.79,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Big Bear Brook at Rabbit Hill Road in West Windsor,40.29792,-74.59471,2004-07-09,Ammonia,Unfiltered,0.13,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Big Bear Brook at Rabbit Hill Road in West Windsor,40.29792,-74.59471,2004-08-06,"Total Phosphorus, mixed forms",Unfiltered,0.07,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Rocky Brook at Route 130  in East Windsor,40.27712,-74.53447,2004-06-02,Orthophosphate,"Filtered, lab",0.03,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Rocky Brook at Route 130  in East Windsor,40.27712,-74.53447,2004-08-16,Nitrate,"Filtered, lab",1.83,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Big Bear Brook at Rabbit Hill Road in West Windsor,40.29792,-74.59471,2004-11-13,Nitrate,"Filtered, lab",0.7,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
"""Upper Millstone River at Old Cranbury Road in Millstone, Cranbury/East Wind""",40.29318,-74.52694,2004-11-10,Nitrate,"Filtered, lab",0.98,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Rocky Brook  at Ward Street in East Windsor (just West of Turnpike),40.2611,-74.51383,2004-11-11,Ammonia,Unfiltered,0.09,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Upper Millstone River just  downstream of railroad crossing in Plainsboro,40.32436,-74.6141,2004-06-10,Orthophosphate,"Filtered, lab",0.06,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Delaware River at Trenton,40.22032,-74.7777,2004-06-08,Orthophosphate,Total,0.03,mg/L,Delaware River Basin Commission
"""Upper Millstone River at Old Cranbury Road in Millstone, Cranbury/East Wind""",40.29318,-74.52694,2004-09-22,Ammonia,Unfiltered,0.05,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Big Bear Brook downstream of dam at Clarksville Rd in West Windsor,40.31504,-74.6086,2004-08-16,Nitrate,"Filtered, lab",1.05,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Rock Brook downstream of Peddie Lake dam at Route 33 in Hightsown,40.27037,-74.52253,2004-07-13,Orthophosphate,"Filtered, lab",0.02,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Big Bear Brook at Rabbit Hill Road in West Windsor,40.29792,-74.59471,2004-06-10,Orthophosphate,"Filtered, lab",0.02,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Upper Millstone River just  downstream of railroad crossing in Plainsboro,40.32436,-74.6141,2004-08-16,Orthophosphate,"Filtered, lab",0.03,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Big Bear Brook at Rabbit Hill Road in West Windsor,40.29792,-74.59471,2004-08-24,Orthophosphate,"Filtered, lab",0.01,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Rocky Brook at Route 130  in East Windsor,40.27712,-74.53447,2004-09-07,Ammonia,Unfiltered,0.13,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Big Bear Brook at Rabbit Hill Road in West Windsor,40.29792,-74.59471,2004-11-11,Orthophosphate,"Filtered, lab",0.02,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Rocky Brook  at Ward Street in East Windsor (just West of Turnpike),40.2611,-74.51383,2004-11-12,Orthophosphate,"Filtered, lab",0.02,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
"""Upper Millstone River at Old Cranbury Road in Millstone, Cranbury/East Wind""",40.29318,-74.52694,2004-08-17,Orthophosphate,"Filtered, lab",0.04,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Rocky Brook  at Ward Street in East Windsor (just West of Turnpike),40.2611,-74.51383,2004-06-15,"Total Phosphorus, mixed forms",Unfiltered,0.06,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
Rock Brook downstream of Peddie Lake dam at Route 33 in Hightsown,40.27037,-74.52253,2004-11-10,Nitrate,"Filtered, lab",0.84,mg/L,NJDEP Bur of Environmental Analysis Restoration & Standards
